Date,Adj Close,Close,High,Low,Open,Volume
2010-01-04,15.494030952453612,15.610239028930664,15.678980827331545,15.547722816467283,15.615220069885254,78541293
2010-01-05,15.42580223083496,15.541497230529783,15.6373872756958,15.480475425720217,15.620948791503906,120638494
2010-01-06,15.036935806274414,15.149715423583984,15.588071823120115,15.10239315032959,15.588071823120115,159744526
2010-01-07,14.686883926391602,14.797037124633787,15.193053245544434,14.7609224319458,15.178109169006348,257533695
2010-01-08,14.882676124572754,14.994297981262209,15.024932861328123,14.67275333404541,14.744732856750488,189680313
2010-01-11,14.86017894744873,14.971632957458496,15.05506992340088,14.79554271697998,15.05506992340088,289597429
2010-01-12,14.597393035888672,14.70687484741211,14.898158073425291,14.64510726928711,14.885456085205078,194859654
2010-01-13,14.513586044311523,14.622441291809082,14.654570579528809,14.293923377990724,14.358430862426758,260838034
2010-01-14,14.581817626953123,14.691184043884276,14.799528121948242,14.515840530395508,14.542988777160645,170239717
2010-01-15,14.338314056396484,14.445853233337402,14.783587455749512,14.397035598754885,14.77810764312744,218194794
2010-01-19,14.526690483093262,14.635642051696776,14.705381393432615,14.353449821472168,14.475741386413574,173315202
2010-01-20,14.348450660705566,14.45606517791748,14.59479522705078,14.328542709350586,14.59479522705078,130515377
2010-01-21,14.411982536315918,14.520074844360352,14.615716934204102,14.252826690673828,14.531532287597656,253253712
2010-01-22,13.596923828125,13.69890308380127,14.21173095703125,13.321566581726074,14.059800148010254,273035583
2010-01-25,13.349462509155272,13.44958782196045,13.69566535949707,13.337757110595703,13.61372184753418,177458675
2010-01-26,13.409289360046388,13.509861946105955,13.688691139221191,13.357184410095217,13.39902687072754,174873019
2010-01-27,13.401378631591797,13.50189208984375,13.64012336730957,13.332775115966797,13.481219291687012,159170382
2010-01-28,13.20830535888672,13.307371139526367,13.623933792114258,13.21546459197998,13.56141757965088,129648138
2010-01-29,13.10076904296875,13.199027061462402,13.474245071411133,13.091180801391602,13.411978721618652,166240784
2010-02-01,13.176910400390623,13.275738716125488,13.345229148864746,13.207992553710938,13.315092086791992,90369462
2010-02-02,13.129940032958984,13.22841739654541,13.324057579040527,13.14099407196045,13.324057579040527,164462143
2010-02-03,13.36973476409912,13.470010757446287,13.50189208984375,13.1564359664917,13.167394638061523,120413655
2010-02-04,13.022648811340332,13.120322227478027,13.399773597717283,13.089936256408691,13.374868392944336,135614418
2010-02-05,13.13414192199707,13.232650756835938,13.287693977355955,13.012724876403809,13.16067123413086,126713179
2010-02-08,13.188035011291504,13.286947250366213,13.499401092529297,13.238628387451172,13.262787818908691,108175956
2010-02-09,13.261456489562988,13.360919952392578,13.48769474029541,13.32679843902588,13.43813133239746,113206742
2010-02-10,13.212263107299805,13.311355590820312,13.394543647766112,13.142987251281738,13.301891326904297,107380987
2010-02-11,13.260468482971191,13.35992431640625,13.4617919921875,13.188068389892578,13.283210754394531,96761331
2010-02-12,13.17938232421875,13.27822971343994,13.3786039352417,13.212974548339844,13.274494171142578,91529795
2010-02-16,13.38160228729248,13.481966018676758,13.552452087402344,13.30762004852295,13.37162971496582,146723904
2010-02-17,13.305213928222656,13.40500545501709,13.53427028656006,13.390061378479004,13.499401092529297,81492313
2010-02-18,13.42906665802002,13.529787063598633,13.574370384216309,13.353447914123535,13.388317108154297,93826371
2010-02-19,13.368253707885742,13.468517303466797,13.54996109008789,13.442115783691406,13.462787628173828,102506786
2010-02-22,13.418684005737305,13.519326210021973,13.63638687133789,13.474493980407717,13.632651329040527,86105539
2010-02-23,13.227588653564451,13.32679843902588,13.539999008178713,13.257556915283203,13.52430820465088,115334688
2010-02-24,13.138592720031738,13.237133979797363,13.410733222961426,13.213224411010742,13.299650192260742,93412827
2010-02-25,13.013997077941896,13.11160373687744,13.162912368774414,12.951455116271973,13.128789901733398,132864148
2010-02-26,13.023144721984863,13.120820045471191,13.244108200073242,13.038129806518556,13.13626194000244,82279251
2010-03-01,13.168752670288086,13.2675199508667,13.282464027404783,13.144231796264648,13.180596351623535,89851528
2010-03-02,13.3756685256958,13.47598934173584,13.590559005737305,13.325303077697754,13.337010383605955,174925214
2010-03-03,13.48098087310791,13.582091331481934,13.651829719543455,13.430908203125,13.508366584777832,124039193
2010-03-04,13.7101469039917,13.812975883483888,13.85133171081543,13.604008674621582,13.611480712890623,127829347
2010-03-05,13.94796657562256,14.052577018737791,14.138753890991213,13.945229530334473,13.98134422302246,157074555
2010-03-08,13.905198097229004,14.009489059448242,14.076737403869627,13.972875595092772,14.066774368286133,95813793
2010-03-09,13.84858512878418,13.952452659606934,14.0637845993042,13.860547065734863,13.943984985351562,127540267
2010-03-10,14.250554084777832,14.35743522644043,14.408493041992188,14.002763748168944,14.041369438171388,227043838
2010-03-11,14.366497039794922,14.474246978759766,14.600523948669434,14.301395416259766,14.302888870239258,169966698
